gsc_impressions,gsc_avg_position,gsc_clicks,reason_code,reason_description,action_rank,content_archetype,operational_workflow,decay_half_life_days,refresh_trigger
1091,8.200733272227314,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5945,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1091,17.900091659028416,1,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,5946,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1091,4.126489459211732,4,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5947,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1091,4.803849679193401,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5948,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1091,39.424381301558206,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,5949,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,14.44770642201835,0,LOW_YIELD_ARCHIVE,Low projected return; defer or archive content piece.,5950,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,4.18348623853211,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5951,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,4.873394495412844,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5952,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,5.665137614678899,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5953,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,37.46788990825688,1,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,5954,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,2.6889908256880735,8,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5955,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,4.055963302752294,10,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5956,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,1.1697247706422018,7,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5957,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,1.7844036697247707,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5958,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,10.393577981651376,6,COMPLIANCE_FLAG,Irregular traffic pattern detected; requires human editorial review.,5959,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,3.6568807339449543,7,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5960,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,2.906422018348624,12,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5961,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,3.063302752293578,10,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5962,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,0.3963302752293578,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5963,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,6.885321100917431,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5964,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,7.695412844036698,7,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5965,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,2.061467889908257,5,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5966,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
1090,3.496330275229358,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5967,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
1089,37.847566574839306,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,5968,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
1089,38.63636363636363,2,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,5969,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
1089,11.882460973370064,1,LOW_YIELD_ARCHIVE,Low projected return; defer or archive content piece.,5970,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
1089,6.259871441689624,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5971,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
1089,6.921946740128559,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5972,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1089,1.3700642791551882,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5973,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
1089,28.518824609733702,3,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,5974,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
1089,6.670339761248852,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5975,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
1089,7.865013774104683,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5976,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
1089,7.866850321395776,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5977,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
1089,3.3737373737373737,4,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5978,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1088,4.791360294117647,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5979,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
1088,2.579044117647059,16,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5980,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1088,26.782169117647058,2,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,5981,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
1088,3.4301470588235294,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5982,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1088,33.05514705882353,1,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,5983,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1088,2.7527573529411766,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5984,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
1088,7.013786764705882,0,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5985,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
1088,7.520220588235294,1,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5986,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
1088,5.223345588235294,4,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5987,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1088,14.835477941176471,5,COMPLIANCE_FLAG,Irregular traffic pattern detected; requires human editorial review.,5988,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1088,56.64430147058823,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,5989,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
1087,6.751609935602576,4,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5990,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
1087,25.724931002759888,1,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,5991,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
1087,5.024839006439742,2,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5992,Informational Pillar,Deep structural expansion and internal link reinforcement,45,Traffic drop > 20% over 14 days or decay score > 0.6
1087,8.418583256669733,7,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5993,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1087,9.210671573137075,3,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5994,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
1087,12.802207911683533,4,LOW_YIELD_ARCHIVE,Low projected return; defer or archive content piece.,5995,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1087,32.78104875804968,1,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,5996,News/Trend Tracker,Automated brief generation followed by rapid human sign-off,45,Traffic drop > 20% over 14 days or decay score > 0.6
1087,2.919043238270469,12,TOP_TIER_OPTIMIZE,Strong visibility and positioning; apply minor editorial polish.,5997,Transactional Landing,Immediate metadata refresh and keyword density check,45,Traffic drop > 20% over 14 days or decay score > 0.6
1087,49.126954921803126,0,HIGH_POTENTIAL_STALE,Moderate visibility with low positioning; content refresh recommended.,5998,Commercial Comparison,Conversion rate optimization and fresh data audit,45,Traffic drop > 20% over 14 days or decay score > 0.6
